Entity,Code,Year,Solar Generation - TWh,Solar Capacity,Continent
Hungary,HUN,1998,0,0,
Hungary,HUN,1999,0,0,
Hungary,HUN,2000,0,0,
Hungary,HUN,2001,0,0,
Hungary,HUN,2002,0,0,
Hungary,HUN,2003,0,0,
Hungary,HUN,2004,0,0,
Hungary,HUN,2005,0,0,
Hungary,HUN,2006,0,0,
Hungary,HUN,2007,0,0,
Hungary,HUN,2008,1,0.001,
Hungary,HUN,2009,1,0.001,
Hungary,HUN,2010,1,0.002,
Hungary,HUN,2011,1,0.004,
Hungary,HUN,2012,8,0.012,
Hungary,HUN,2013,25,0.035,
Hungary,HUN,2014,67,0.089,
Hungary,HUN,2015,141,0.17200000000000001,Europe
Hungary,HUN,2016,244,0.23500000000000001,
Hungary,HUN,2017,349,0.34400000000000003,
Hungary,HUN,2018,629,0.728,
Hungary,HUN,2019,1497,1.4000000000000001,
Hungary,HUN,2020,2371,1.953,
Iceland,ISL,1965,0,,
Iceland,ISL,1966,0,,
Iceland,ISL,1967,0,,
Iceland,ISL,1968,0,,
Iceland,ISL,1969,0,,
Iceland,ISL,1970,0,,
Iceland,ISL,1971,0,,
Iceland,ISL,1972,0,,
Iceland,ISL,1973,0,,
Iceland,ISL,1974,0,,
Iceland,ISL,1975,0,,
Iceland,ISL,1976,0,,
Iceland,ISL,1977,0,,
Iceland,ISL,1978,0,,
Iceland,ISL,1979,0,,
Iceland,ISL,1980,0,,
Iceland,ISL,1981,0,,
Iceland,ISL,1982,0,,
Iceland,ISL,1983,0,,
Iceland,ISL,1984,0,,
Iceland,ISL,1985,0,,
Iceland,ISL,1986,0,,
Iceland,ISL,1987,0,,
Iceland,ISL,1988,0,,
Iceland,ISL,1989,0,,
Iceland,ISL,1990,0,,
Iceland,ISL,1991,0,,
Iceland,ISL,1992,0,,
Iceland,ISL,1993,0,,
Iceland,ISL,1994,0,,
Iceland,ISL,1995,0,,
Iceland,ISL,1996,0,,
Iceland,ISL,1997,0,,
Iceland,ISL,1998,0,,
Iceland,ISL,1999,0,,
Iceland,ISL,2000,0,,
Iceland,ISL,2001,0,,
Iceland,ISL,2002,0,,
Iceland,ISL,2003,0,,
Iceland,ISL,2004,0,,
Iceland,ISL,2005,0,,
Iceland,ISL,2006,0,,
Iceland,ISL,2007,0,,
Iceland,ISL,2008,0,,
Iceland,ISL,2009,0,,
Iceland,ISL,2010,0,,
Iceland,ISL,2011,0,,
Iceland,ISL,2012,0,,
Iceland,ISL,2013,0,,
Iceland,ISL,2014,0,,
Iceland,ISL,2015,0,,Europe
Iceland,ISL,2016,0,,
Iceland,ISL,2017,0,,
Iceland,ISL,2018,0,,
Iceland,ISL,2019,0,,
Iceland,ISL,2020,0,,
India,IND,1965,0,,
India,IND,1966,0,,
India,IND,1967,0,,
India,IND,1968,0,,
India,IND,1969,0,,
India,IND,1970,0,,
India,IND,1971,0,,
India,IND,1972,0,,
India,IND,1973,0,,
India,IND,1974,0,,
India,IND,1975,0,,
India,IND,1976,0,,
India,IND,1977,0,,
India,IND,1978,0,,
India,IND,1979,0,,
India,IND,1980,0,,
India,IND,1981,0,,
India,IND,1982,0,,
India,IND,1983,0,,
India,IND,1984,0,,
India,IND,1985,0,,
India,IND,1986,0,,
India,IND,1987,0,,
India,IND,1988,0,,
India,IND,1989,0,,
India,IND,1990,0,,
India,IND,1991,0,,
India,IND,1992,0,,
India,IND,1993,0,,
India,IND,1994,0,,
India,IND,1995,1.010101,,
India,IND,1996,6.060606,0,
India,IND,1997,6.060606,0,
India,IND,1998,6.060606,0,
India,IND,1999,6.060606,0,
India,IND,2000,7.070707,0.0010840000000000001,
India,IND,2001,11.111111,0.005535,
India,IND,2002,13.131313,0.006705,
India,IND,2003,16.161616,0.007885,
India,IND,2004,18.181818,0.00781,
India,IND,2005,18.181818,0.011567000000000001,
India,IND,2006,7.2,0.009603000000000002,
India,IND,2007,59,0.025099,
India,IND,2008,63,0.027723000000000005,
India,IND,2009,75,0.039362,
India,IND,2010,113,0.06536199999999999,
India,IND,2011,827,0.5633150000000001,
India,IND,2012,2099,0.979,
India,IND,2013,3433,1.445827,
India,IND,2014,4909,3.4440079999999997,
India,IND,2015,6566.38,5.364984000000001,Asia
India,IND,2016,11555.98,9.650521000000001,
India,IND,2017,21544.579999999998,17.923256,
India,IND,2018,36331.310000000005,27.124598000000002,
India,IND,2019,46267.7,34.860908,
India,IND,2020,58683.46744,38.983000000000004,
Indonesia,IDN,1965,0,,
Indonesia,IDN,1966,0,,
Indonesia,IDN,1967,0,,
Indonesia,IDN,1968,0,,
Indonesia,IDN,1969,0,,
Indonesia,IDN,1970,0,,
Indonesia,IDN,1971,0,,
Indonesia,IDN,1972,0,,
Indonesia,IDN,1973,0,,
Indonesia,IDN,1974,0,,
Indonesia,IDN,1975,0,,
Indonesia,IDN,1976,0,,
Indonesia,IDN,1977,0,,
Indonesia,IDN,1978,0,,
Indonesia,IDN,1979,0,,
Indonesia,IDN,1980,0,,
Indonesia,IDN,1981,0,,
Indonesia,IDN,1982,0,,
Indonesia,IDN,1983,0,,
Indonesia,IDN,1984,0,,
Indonesia,IDN,1985,0,,
Indonesia,IDN,1986,0,,
Indonesia,IDN,1987,0,,
Indonesia,IDN,1988,0,,
Indonesia,IDN,1989,0,,
Indonesia,IDN,1990,0,,
Indonesia,IDN,1991,0,,
Indonesia,IDN,1992,0,,
Indonesia,IDN,1993,0,,
Indonesia,IDN,1994,0,,
Indonesia,IDN,1995,0,,
Indonesia,IDN,1996,0,,
Indonesia,IDN,1997,0,,
Indonesia,IDN,1998,0,,
Indonesia,IDN,1999,0,,
Indonesia,IDN,2000,0,,
Indonesia,IDN,2001,0,,
Indonesia,IDN,2002,0,,
Indonesia,IDN,2003,0,,
Indonesia,IDN,2004,0,,
Indonesia,IDN,2005,0,,
Indonesia,IDN,2006,0,,
Indonesia,IDN,2007,0,,
Indonesia,IDN,2008,0.1,,
Indonesia,IDN,2009,0.1,,
Indonesia,IDN,2010,0.5199999999999999,,
Indonesia,IDN,2011,0.7699999999999999,,
Indonesia,IDN,2012,3.0100000000000002,,
Indonesia,IDN,2013,5.5,,
Indonesia,IDN,2014,6.8100000000000005,,
Indonesia,IDN,2015,5.28,,Asia
Indonesia,IDN,2016,21.09,,
Indonesia,IDN,2017,29.05,,
Indonesia,IDN,2018,19.990000000000002,,
Indonesia,IDN,2019,54,,
Indonesia,IDN,2020,472.689195,,
Iran,IRN,1965,0,,
Iran,IRN,1966,0,,
Iran,IRN,1967,0,,
Iran,IRN,1968,0,,
Iran,IRN,1969,0,,
Iran,IRN,1970,0,,
Iran,IRN,1971,0,,
Iran,IRN,1972,0,,
Iran,IRN,1973,0,,
Iran,IRN,1974,0,,
Iran,IRN,1975,0,,
Iran,IRN,1976,0,,
Iran,IRN,1977,0,,
Iran,IRN,1978,0,,
Iran,IRN,1979,0,,
Iran,IRN,1980,0,,
Iran,IRN,1981,0,,
Iran,IRN,1982,0,,
Iran,IRN,1983,0,,
Iran,IRN,1984,0,,
Iran,IRN,1985,0,,
Iran,IRN,1986,0,,
Iran,IRN,1987,0,,
Iran,IRN,1988,0,,
Iran,IRN,1989,0,,
Iran,IRN,1990,0,,
Iran,IRN,1991,0,,
Iran,IRN,1992,0,,
Iran,IRN,1993,0,,
Iran,IRN,1994,0,,
Iran,IRN,1995,0,,
Iran,IRN,1996,0,,
Iran,IRN,1997,0,,
Iran,IRN,1998,0,,
Iran,IRN,1999,0,,
Iran,IRN,2000,0,,
Iran,IRN,2001,0,,
Iran,IRN,2002,0,,
Iran,IRN,2003,0,,
Iran,IRN,2004,0,,
Iran,IRN,2005,0,,
Iran,IRN,2006,0.1,,
Iran,IRN,2007,0.1,,
Iran,IRN,2008,0.2,,
Iran,IRN,2009,0.3,,
Iran,IRN,2010,0.7,,
Iran,IRN,2011,0.7,,
Iran,IRN,2012,0.7,,
Iran,IRN,2013,0.7,,
Iran,IRN,2014,0.7,,
Iran,IRN,2015,1.5,,Asia
Iran,IRN,2016,5,,
Iran,IRN,2017,85.805,,
Iran,IRN,2018,221.816,,
Iran,IRN,2019,284.322725,,
Iran,IRN,2020,320.649434,,
Iraq,IRQ,1965,0,,
Iraq,IRQ,1966,0,,
Iraq,IRQ,1967,0,,
Iraq,IRQ,1968,0,,
Iraq,IRQ,1969,0,,
Iraq,IRQ,1970,0,,
Iraq,IRQ,1971,0,,
Iraq,IRQ,1972,0,,
Iraq,IRQ,1973,0,,
Iraq,IRQ,1974,0,,
Iraq,IRQ,1975,0,,
Iraq,IRQ,1976,0,,
Iraq,IRQ,1977,0,,
Iraq,IRQ,1978,0,,
Iraq,IRQ,1979,0,,
Iraq,IRQ,1980,0,,
Iraq,IRQ,1981,0,,
Iraq,IRQ,1982,0,,
Iraq,IRQ,1983,0,,
Iraq,IRQ,1984,0,,
Iraq,IRQ,1985,0,,
Iraq,IRQ,1986,0,,
Iraq,IRQ,1987,0,,
Iraq,IRQ,1988,0,,
Iraq,IRQ,1989,0,,
Iraq,IRQ,1990,0,,
Iraq,IRQ,1991,0,,
Iraq,IRQ,1992,0,,
Iraq,IRQ,1993,0,,
Iraq,IRQ,1994,0,,
Iraq,IRQ,1995,0,,
Iraq,IRQ,1996,0,,
Iraq,IRQ,1997,0,,
Iraq,IRQ,1998,0,,
Iraq,IRQ,1999,0,,
Iraq,IRQ,2000,0,,
Iraq,IRQ,2001,0,,
Iraq,IRQ,2002,0,,
Iraq,IRQ,2003,0,,
Iraq,IRQ,2004,0,,
Iraq,IRQ,2005,0,,
Iraq,IRQ,2006,0,,
Iraq,IRQ,2007,0,,
Iraq,IRQ,2008,0,,
Iraq,IRQ,2009,0,,
Iraq,IRQ,2010,0,,
Iraq,IRQ,2011,0,,
Iraq,IRQ,2012,0,,
Iraq,IRQ,2013,46.300000000000004,,
Iraq,IRQ,2014,57.3,,
Iraq,IRQ,2015,57.305,,Asia
Iraq,IRQ,2016,57.305,,
Iraq,IRQ,2017,57.305,,
Iraq,IRQ,2018,376.545,,
Iraq,IRQ,2019,376.545,,
Iraq,IRQ,2020,376.545,,
Ireland,IRL,1965,0,,
Ireland,IRL,1966,0,,
Ireland,IRL,1967,0,,
Ireland,IRL,1968,0,,
Ireland,IRL,1969,0,,
Ireland,IRL,1970,0,,
Ireland,IRL,1971,0,,
Ireland,IRL,1972,0,,
Ireland,IRL,1973,0,,
Ireland,IRL,1974,0,,
Ireland,IRL,1975,0,,
Ireland,IRL,1976,0,,
Ireland,IRL,1977,0,,
Ireland,IRL,1978,0,,
Ireland,IRL,1979,0,,
Ireland,IRL,1980,0,,
Ireland,IRL,1981,0,,
Ireland,IRL,1982,0,,
Ireland,IRL,1983,0,,
Ireland,IRL,1984,0,,
Ireland,IRL,1985,0,,
Ireland,IRL,1986,0,,
Ireland,IRL,1987,0,,
Ireland,IRL,1988,0,,
Ireland,IRL,1989,0,,
Ireland,IRL,1990,0,,
Ireland,IRL,1991,0,,
Ireland,IRL,1992,0,,
Ireland,IRL,1993,0,,
Ireland,IRL,1994,0,,
Ireland,IRL,1995,0,,
Ireland,IRL,1996,0,,
Ireland,IRL,1997,0,,
Ireland,IRL,1998,0,,
Ireland,IRL,1999,0,,
Ireland,IRL,2000,0,,
Ireland,IRL,2001,0,,
Ireland,IRL,2002,0,,
Ireland,IRL,2003,0,,
Ireland,IRL,2004,0,,
Ireland,IRL,2005,0,,
Ireland,IRL,2006,0,,
Ireland,IRL,2007,0,,
Ireland,IRL,2008,0,,
Ireland,IRL,2009,0.424236,,
Ireland,IRL,2010,0.47610699999999995,,
Ireland,IRL,2011,0.542081,,
Ireland,IRL,2012,0.645929,,
Ireland,IRL,2013,0.699463,,
Ireland,IRL,2014,0.946215,,
Ireland,IRL,2015,1.6166209999999999,,Europe
Ireland,IRL,2016,5.342642,,
Ireland,IRL,2017,10.801,,
Ireland,IRL,2018,16.656000000000002,,
Ireland,IRL,2019,21.35,,
Ireland,IRL,2020,21.35,,
Isle of Man,IMN,2015,,,Europe
Israel,ISR,1965,0,,
Israel,ISR,1966,0,,
Israel,ISR,1967,0,,
Israel,ISR,1968,0,,
Israel,ISR,1969,0,,
Israel,ISR,1970,0,,
Israel,ISR,1971,0,,
Israel,ISR,1972,0,,
Israel,ISR,1973,0,,
Israel,ISR,1974,0,,
Israel,ISR,1975,0,,
Israel,ISR,1976,0,,
Israel,ISR,1977,0,,
Israel,ISR,1978,0,,
Israel,ISR,1979,0,,
Israel,ISR,1980,0,,
Israel,ISR,1981,0,,
Israel,ISR,1982,0,,
Israel,ISR,1983,0,,
Israel,ISR,1984,0,,
Israel,ISR,1985,0,,
Israel,ISR,1986,0,,
Israel,ISR,1987,0,,
Israel,ISR,1988,0,,
Israel,ISR,1989,0,,
Israel,ISR,1990,0,,
Israel,ISR,1991,0,,
Israel,ISR,1992,0,,
Israel,ISR,1993,0,,
Israel,ISR,1994,0,,
Israel,ISR,1995,0,,
Israel,ISR,1996,0,0,
Israel,ISR,1997,0,0.0003,
Israel,ISR,1998,0,0.0003,
Israel,ISR,1999,0,0.0004,
Israel,ISR,2000,0,0,
Israel,ISR,2001,0,0,
Israel,ISR,2002,0,0,
Israel,ISR,2003,0,0,
Israel,ISR,2004,0,0,
Israel,ISR,2005,0,0.001,
Israel,ISR,2006,0,0.0013000000000000002,
Israel,ISR,2007,0,0.0018000000000000002,
Israel,ISR,2008,0,0.003,
Israel,ISR,2009,24,0.0245,
Israel,ISR,2010,70,0.0699,
Israel,ISR,2011,192,0.18969999999999998,
Israel,ISR,2012,369,0.24280000000000002,
Israel,ISR,2013,494.09999999999997,0.42,
Israel,ISR,2014,840.4000000000001,0.67,
Israel,ISR,2015,1216.2,0.76575,Asia
Israel,ISR,2016,1635.5,0.866,
Israel,ISR,2017,1643,0.969,
Israel,ISR,2018,1828,1.07,
Israel,ISR,2019,3114.5,1.19,
Israel,ISR,2020,5489.11878,1.19,
Italy,ITA,1965,0,,
Italy,ITA,1966,0,,
Italy,ITA,1967,0,,
Italy,ITA,1968,0,,
Italy,ITA,1969,0,,
Italy,ITA,1970,0,,
Italy,ITA,1971,0,,
Italy,ITA,1972,0,,
Italy,ITA,1973,0,,
Italy,ITA,1974,0,,
Italy,ITA,1975,0,,
Italy,ITA,1976,0,,
Italy,ITA,1977,0,,
Italy,ITA,1978,0,,
Italy,ITA,1979,0,,
Italy,ITA,1980,0,,
Italy,ITA,1981,0,,
Italy,ITA,1982,0,,
Italy,ITA,1983,0,,
Italy,ITA,1984,0,,
Italy,ITA,1985,0,,
Italy,ITA,1986,0,,
Italy,ITA,1987,0,,
Italy,ITA,1988,0,,
Italy,ITA,1989,2.020202,,
Italy,ITA,1990,4,,
Italy,ITA,1991,5,,
Italy,ITA,1992,9,,
Italy,ITA,1993,11,,
Italy,ITA,1994,11,,
Italy,ITA,1995,13,,
Italy,ITA,1996,14,0.016,
Italy,ITA,1997,15,0.017,
Italy,ITA,1998,16,0.018000000000000002,
Italy,ITA,1999,17,0.018000000000000002,
Italy,ITA,2000,18,0.019,
Italy,ITA,2001,19,0.02,
Italy,ITA,2002,21,0.022,
Italy,ITA,2003,24,0.026000000000000002,
Italy,ITA,2004,29,0.031,
Italy,ITA,2005,31,0.034,
Italy,ITA,2006,35,0.045,
Italy,ITA,2007,39,0.11,
Italy,ITA,2008,193,0.483,
Italy,ITA,2009,677,1.264,
Italy,ITA,2010,1905.7,3.5967,
Italy,ITA,2011,10795.7,13.131,
Italy,ITA,2012,18861.7,16.785,
Italy,ITA,2013,21588.6,18.185,
Italy,ITA,2014,22306.4,18.594,
Italy,ITA,2015,22942.2,18.901,Europe
Italy,ITA,2016,22104.3,19.283,
Italy,ITA,2017,24377.7,19.682000000000002,
Italy,ITA,2018,22653.8,20.108,
Italy,ITA,2019,23688.9,20.865000000000002,
Italy,ITA,2020,25953.160640000002,21.594,
Jamaica,JAM,2015,,,North America
Japan,JPN,1965,0,,
Japan,JPN,1966,0,,
Japan,JPN,1967,0,,
Japan,JPN,1968,0,,
Japan,JPN,1969,0,,
Japan,JPN,1970,0,,
Japan,JPN,1971,0,,
Japan,JPN,1972,0,,
Japan,JPN,1973,0,,
Japan,JPN,1974,0,,
Japan,JPN,1975,0,,
Japan,JPN,1976,0,,
Japan,JPN,1977,0,,
Japan,JPN,1978,0,,
Japan,JPN,1979,0,,
Japan,JPN,1980,0,,
Japan,JPN,1981,0,,
Japan,JPN,1982,0,,
Japan,JPN,1983,0,,
Japan,JPN,1984,0,,
Japan,JPN,1985,0,,
Japan,JPN,1986,0,,
Japan,JPN,1987,0,,
Japan,JPN,1988,0,,
Japan,JPN,1989,0,,
Japan,JPN,1990,1,,
Japan,JPN,1991,1,,
Japan,JPN,1992,10.5,,
Japan,JPN,1993,22.5,,
Japan,JPN,1994,29,,
Japan,JPN,1995,39.5,,
Japan,JPN,1996,54.5,0.06,
Japan,JPN,1997,96.302846,0.091,
Japan,JPN,1998,143.24625,0.133,
Japan,JPN,1999,218.025,0.209,
Japan,JPN,2000,344.061719,0.33,
Japan,JPN,2001,499.739219,0.453,
Japan,JPN,2002,694.62,0.637,
Japan,JPN,2003,953.955,0.86,
Japan,JPN,2004,1271.622123,1.1320000000000001,
Japan,JPN,2005,1630.088373,1.421,
Japan,JPN,2006,1995.63,1.7,
Japan,JPN,2007,2312.4674999999997,1.909,
Japan,JPN,2008,2593.971257,2.1310000000000002,
Japan,JPN,2009,3045.5125070000004,2.611,
Japan,JPN,2010,3981.3787500000003,3.599,
Japan,JPN,2011,5439.15,4.89,
Japan,JPN,2012,7371.9027639999995,6.43,
Japan,JPN,2013,12908.78151,12.107000000000001,
Japan,JPN,2014,23548.166250000002,19.334,
Japan,JPN,2015,34540.17195,28.615000000000002,Asia
Japan,JPN,2016,43325.692930000005,38.438,
Japan,JPN,2017,54241.690910000005,44.226,
Japan,JPN,2018,62114.36263,55.5,
Japan,JPN,2019,72257.0303,61.526,
Japan,JPN,2020,82922.48283000001,67,
Jersey,JEY,2015,,,Europe
Jordan,JOR,1996,,0,
Jordan,JOR,1997,,0,
Jordan,JOR,1998,,0,
Jordan,JOR,1999,,0,
Jordan,JOR,2000,,0,
Jordan,JOR,2001,,0,
Jordan,JOR,2002,,0,
Jordan,JOR,2003,,0,
Jordan,JOR,2004,,0,
Jordan,JOR,2005,,0,
Jordan,JOR,2006,,0,
Jordan,JOR,2007,,0,
Jordan,JOR,2008,,0,
Jordan,JOR,2009,,0,
Jordan,JOR,2010,,0,
Jordan,JOR,2011,,0,
Jordan,JOR,2012,,0.0001,
Jordan,JOR,2013,,0.0001,
Jordan,JOR,2014,,0.000221,
Jordan,JOR,2015,,0.006,Asia
Jordan,JOR,2016,,0.296,
Jordan,JOR,2017,,0.406,
Jordan,JOR,2018,,0.809,
Jordan,JOR,2019,,1.101,
Jordan,JOR,2020,,1.359,
Kazakhstan,KAZ,1985,0,,
Kazakhstan,KAZ,1986,0,,
Kazakhstan,KAZ,1987,0,,
Kazakhstan,KAZ,1988,0,,
Kazakhstan,KAZ,1989,0,,
Kazakhstan,KAZ,1990,0,,
Kazakhstan,KAZ,1991,0,,
Kazakhstan,KAZ,1992,0,,
Kazakhstan,KAZ,1993,0,,
Kazakhstan,KAZ,1994,0,,
Kazakhstan,KAZ,1995,0,,
Kazakhstan,KAZ,1996,0,,
Kazakhstan,KAZ,1997,0,,
Kazakhstan,KAZ,1998,0,,
Kazakhstan,KAZ,1999,0,,
Kazakhstan,KAZ,2000,0,,
Kazakhstan,KAZ,2001,0,,
Kazakhstan,KAZ,2002,0,,
Kazakhstan,KAZ,2003,0,,
Kazakhstan,KAZ,2004,0,,
Kazakhstan,KAZ,2005,0,,
Kazakhstan,KAZ,2006,0,,
Kazakhstan,KAZ,2007,0,,
Kazakhstan,KAZ,2008,0,,
Kazakhstan,KAZ,2009,0,,
Kazakhstan,KAZ,2010,0,,
Kazakhstan,KAZ,2011,0,,
Kazakhstan,KAZ,2012,0.020999999999999998,,
Kazakhstan,KAZ,2013,0.7874,,
Kazakhstan,KAZ,2014,1.239,,
Kazakhstan,KAZ,2015,46.171,,Asia
Kazakhstan,KAZ,2016,88.4031,,
Kazakhstan,KAZ,2017,92.64550000000001,,
Kazakhstan,KAZ,2018,141.2636,,
Kazakhstan,KAZ,2019,391.2209,,
Kazakhstan,KAZ,2020,2572.042476,,
Kenya,KEN,2015,,,Africa
Kiribati,KIR,2015,,,Oceania
Kosovo,OWID_KOS,2015,,,Europe
Kuwait,KWT,1965,0,,
Kuwait,KWT,1966,0,,
Kuwait,KWT,1967,0,,
Kuwait,KWT,1968,0,,
Kuwait,KWT,1969,0,,
Kuwait,KWT,1970,0,,
Kuwait,KWT,1971,0,,
Kuwait,KWT,1972,0,,
Kuwait,KWT,1973,0,,
Kuwait,KWT,1974,0,,
Kuwait,KWT,1975,0,,
Kuwait,KWT,1976,0,,
Kuwait,KWT,1977,0,,
Kuwait,KWT,1978,0,,
Kuwait,KWT,1979,0,,
Kuwait,KWT,1980,0,,
Kuwait,KWT,1981,0,,
Kuwait,KWT,1982,0,,
Kuwait,KWT,1983,0,,
Kuwait,KWT,1984,0,,
Kuwait,KWT,1985,0,,
Kuwait,KWT,1986,0,,
Kuwait,KWT,1987,0,,
Kuwait,KWT,1988,0,,
Kuwait,KWT,1989,0,,
Kuwait,KWT,1990,0,,
Kuwait,KWT,1991,0,,
Kuwait,KWT,1992,0,,
Kuwait,KWT,1993,0,,
Kuwait,KWT,1994,0,,
Kuwait,KWT,1995,0,,
Kuwait,KWT,1996,0,,
Kuwait,KWT,1997,0,,
Kuwait,KWT,1998,0,,
Kuwait,KWT,1999,0,,
Kuwait,KWT,2000,0,,
Kuwait,KWT,2001,0,,
Kuwait,KWT,2002,0,,
Kuwait,KWT,2003,0,,
Kuwait,KWT,2004,0,,
Kuwait,KWT,2005,0,,
Kuwait,KWT,2006,0,,
Kuwait,KWT,2007,0,,
Kuwait,KWT,2008,0,,
Kuwait,KWT,2009,0,,
Kuwait,KWT,2010,0,,
Kuwait,KWT,2011,0,,
Kuwait,KWT,2012,0,,
Kuwait,KWT,2013,0.182,,
Kuwait,KWT,2014,3.278,,
Kuwait,KWT,2015,5.09,,Asia
Kuwait,KWT,2016,48.814,,
Kuwait,KWT,2017,51.254,,
Kuwait,KWT,2018,70.694,,
Kuwait,KWT,2019,153.216015,,
Kuwait,KWT,2020,153.216015,,
Kyrgyzstan,KGZ,2015,,,Asia
Laos,LAO,2015,,,Asia
Latvia,LVA,1985,0,,
Latvia,LVA,1986,0,,
Latvia,LVA,1987,0,,
Latvia,LVA,1988,0,,
Latvia,LVA,1989,0,,
Latvia,LVA,1990,0,,
Latvia,LVA,1991,0,,
Latvia,LVA,1992,0,,
Latvia,LVA,1993,0,,
Latvia,LVA,1994,0,,
Latvia,LVA,1995,0,,
Latvia,LVA,1996,0,,
Latvia,LVA,1997,0,,
Latvia,LVA,1998,0,,
Latvia,LVA,1999,0,,
Latvia,LVA,2000,0,,
Latvia,LVA,2001,0,,
Latvia,LVA,2002,0,,
Latvia,LVA,2003,0,,
Latvia,LVA,2004,0,,
Latvia,LVA,2005,0,,
Latvia,LVA,2006,0,,
Latvia,LVA,2007,0,,
Latvia,LVA,2008,0,,
Latvia,LVA,2009,0,,
Latvia,LVA,2010,0,,
Latvia,LVA,2011,0.2,,
Latvia,LVA,2012,0.2,,
Latvia,LVA,2013,0.2,,
Latvia,LVA,2014,0.2,,
Latvia,LVA,2015,0.2,,Europe
Latvia,LVA,2016,0.382,,
Latvia,LVA,2017,0.44,,
Latvia,LVA,2018,1.2730000000000001,,
Latvia,LVA,2019,3.137,,
Latvia,LVA,2020,3.137,,
Lebanon,LBN,2015,,,Asia
Lesotho,LSO,2015,,,Africa
Liberia,LBR,2015,,,Africa
Libya,LBY,2015,,,Africa
Liechtenstein,LIE,2015,,,Europe
Lithuania,LTU,1985,0,,
Lithuania,LTU,1986,0,,
Lithuania,LTU,1987,0,,
Lithuania,LTU,1988,0,,
Lithuania,LTU,1989,0,,
Lithuania,LTU,1990,0,,
Lithuania,LTU,1991,0,,
Lithuania,LTU,1992,0,,
Lithuania,LTU,1993,0,,
Lithuania,LTU,1994,0,,
Lithuania,LTU,1995,0,,
Lithuania,LTU,1996,0,,
Lithuania,LTU,1997,0,,
Lithuania,LTU,1998,0,,
Lithuania,LTU,1999,0,,
Lithuania,LTU,2000,0,,
Lithuania,LTU,2001,0,,
Lithuania,LTU,2002,0,,
Lithuania,LTU,2003,0,,
Lithuania,LTU,2004,0,,
Lithuania,LTU,2005,0,,
Lithuania,LTU,2006,0,,
Lithuania,LTU,2007,0,,
Lithuania,LTU,2008,0,,
Lithuania,LTU,2009,0,,
Lithuania,LTU,2010,0,,
Lithuania,LTU,2011,0.1,,
Lithuania,LTU,2012,2.3,,
Lithuania,LTU,2013,44.8,,
Lithuania,LTU,2014,73,,
Lithuania,LTU,2015,73.3,,Europe
Lithuania,LTU,2016,66.5,,
Lithuania,LTU,2017,66.5,,
Lithuania,LTU,2018,80,,
Lithuania,LTU,2019,91.1,,
Lithuania,LTU,2020,89.77457299999999,,
Luxembourg,LUX,1965,0,,
Luxembourg,LUX,1966,0,,
Luxembourg,LUX,1967,0,,
Luxembourg,LUX,1968,0,,
Luxembourg,LUX,1969,0,,
Luxembourg,LUX,1970,0,,
Luxembourg,LUX,1971,0,,
Luxembourg,LUX,1972,0,,
Luxembourg,LUX,1973,0,,
Luxembourg,LUX,1974,0,,
Luxembourg,LUX,1975,0,,
Luxembourg,LUX,1976,0,,
Luxembourg,LUX,1977,0,,
Luxembourg,LUX,1978,0,,
Luxembourg,LUX,1979,0,,
Luxembourg,LUX,1980,0,,
Luxembourg,LUX,1981,0,,
Luxembourg,LUX,1982,0,,
Luxembourg,LUX,1983,0,,
Luxembourg,LUX,1984,0,,
Luxembourg,LUX,1985,0,,
Luxembourg,LUX,1986,0,,
Luxembourg,LUX,1987,0,,
Luxembourg,LUX,1988,0,,
Luxembourg,LUX,1989,0,,
Luxembourg,LUX,1990,0,,
Luxembourg,LUX,1991,0,,
Luxembourg,LUX,1992,0,,
Luxembourg,LUX,1993,0,,
Luxembourg,LUX,1994,0,,
Luxembourg,LUX,1995,0,,
Luxembourg,LUX,1996,0,,
Luxembourg,LUX,1997,0,,
Luxembourg,LUX,1998,0,,
Luxembourg,LUX,1999,0,,
Luxembourg,LUX,2000,0.04,,
Luxembourg,LUX,2001,0.046,,
Luxembourg,LUX,2002,0.059,,
Luxembourg,LUX,2003,1.399,,
Luxembourg,LUX,2004,9.199,,
Luxembourg,LUX,2005,17.697999999999997,,
Luxembourg,LUX,2006,21.114,,
Luxembourg,LUX,2007,20.901,,
Luxembourg,LUX,2008,20.031,,
Luxembourg,LUX,2009,20.316000000000003,,
Luxembourg,LUX,2010,21.148,,
Luxembourg,LUX,2011,25.744,,
Luxembourg,LUX,2012,38.277,,
Luxembourg,LUX,2013,73.738,,
Luxembourg,LUX,2014,94.741,,
Luxembourg,LUX,2015,103.72099999999999,,Europe
Luxembourg,LUX,2016,100.288,,
Luxembourg,LUX,2017,108.46300000000001,,
Luxembourg,LUX,2018,119.725,,
Luxembourg,LUX,2019,130.385,,
Luxembourg,LUX,2020,206.46935299999998,,
Macao,MAC,2015,,,Asia
Madagascar,MDG,2015,,,Africa
Malawi,MWI,2015,,,Africa
Malaysia,MYS,1965,0,,
Malaysia,MYS,1966,0,,
Malaysia,MYS,1967,0,,
Malaysia,MYS,1968,0,,
Malaysia,MYS,1969,0,,
Malaysia,MYS,1970,0,,
Malaysia,MYS,1971,0,,
Malaysia,MYS,1972,0,,
Malaysia,MYS,1973,0,,
Malaysia,MYS,1974,0,,
Malaysia,MYS,1975,0,,
Malaysia,MYS,1976,0,,
